Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
Seated Ankle Circles,10047,90c9eb09-090c-f111-90e2-0ee5bce07997,Seated Ankle Circles: Improve ankle mobility and joint control—tap to begin.,Seated Ankle Circles,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Ankle pain,2,8–12,1–3,15–30 sec,Improves ankle mobility and proprioception,"1. Sit tall on a chair or mat with one leg extended and the foot off the ground.
2. Point your toes and rotate your ankle slowly in a full clockwise circle.
3. Reverse the motion and rotate your ankle slowly counterclockwise.
4. Repeat for the other ankle with controlled, smooth movements.",Sit tall stabilize thigh and circle only the ankle with controlled movement,4,None,Warm up,,,
Russian Twist,10048,91c9eb09-090c-f111-90e2-0ee5bce07997,Russian Twists: Strengthen obliques with controlled trunk rotation—tap to begin.,Russian Twists ,40–59,All,Strength,Core,Bodyweight,Beginner,Lower back pain (non-specific),2,46376,6–8,45–60 sec,Strengthens obliques and rotational core control,"1. Sit on the floor with knees bent, feet flat, and lean back slightly to create a straight spine.
2. Clasp your hands together at chest level or hold a light weight with both hands.
3. Rotate your torso to the right and tap the floor beside your hip with your hands.
4. Rotate to the left and tap the floor beside your hip, keeping your feet grounded.",Keep chest lifted brace core rotate from torso and exhale on each twist,3.8,None,Main workout,,,
Quadruped Hip Extension,10049,92c9eb09-090c-f111-90e2-0ee5bce07997,Quadruped Hip Extension: Activate glutes without stressing the spine—tap to begin.,Quadruped Hip Extension,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Lower back pain (non-specific),2,8–12,5–7,45–60 sec,Develops glute activation and hip extension control,"1. Get on hands and knees with shoulders over wrists and hips over knees.
2. Brace your core and keep a neutral spine.
3. Extend one leg straight back and up by driving the heel toward the ceiling.
4. Lower the leg with control to the starting position and repeat on the other side.",Maintain neutral spine squeeze glute to lift leg avoid arching the lower back,2.6,None,Warm up,,,
Reverse Lunges,10050,93c9eb09-090c-f111-90e2-0ee5bce07997,Reverse Lunges: Improve single-leg strength and knee stability—tap to begin.,Reverse Lunges,All Ages,All,Mobility,Full,,,General joint stiffness (multi-joint / morning stiffness),2,8–12,5–7,60–90 sec,Enhances body awareness and movement coordination,"1. Stand tall with feet hip-width apart and arms at your sides.
2. Lift one knee up toward hip height while keeping your torso upright.
3. Lower the foot back down with control and repeat on the other side.",Maintain neutral alignment move slowly and breathe through each controlled repetition,4,None,Warm up,,,
Seated Alternate Knee to Chest,10051,94c9eb09-090c-f111-90e2-0ee5bce07997,Seated Alternate Knee to Chest: Mobilize hips and engage lower abdominals—tap to begin.,Seated Alternate Knee to Chest,All Ages,All,Mobility,Full,,,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Encourages gentle full body movement and preserves mobility,"1. Lie on your back with knees bent and feet flat on the floor.
2. Squeeze your glutes and lift your hips until your body forms a straight line.
3. Lower your hips slowly to the floor and reset for the next rep.",Keep spine neutral and breathe evenly,4,None,Warm up,,,
Seated Dumbbell Shoulder Press,10052,95c9eb09-090c-f111-90e2-0ee5bce07997,Seated Dumbbell Shoulder Press: Build shoulder pressing strength safely seated—tap to begin.,Seated Dumbbell Shoulder Press,All Ages,All,Mobility,Full,Dumbbell,Intermediate,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Supports balance and coordination through controlled movements,"1. Stand with feet hip-width apart and arms at your sides.
2. Bend knees slightly and hinge at the hips while sweeping arms out to the sides and overhead.
3. Return to the starting position with control and repeat.",Brace your core and move slowly with controlled range,4,None,Warm up,,,
Seated Hip Opener Stretch,10053,96c9eb09-090c-f111-90e2-0ee5bce07997,Seated Hip Opener Stretch: Improve hip external rotation mobility—tap to begin.,Seated Hip Opener Stretch,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Hip stiffness / limited hip mobility,2,10–15,4–6,30–45 sec,Increases hip flexibility and range of motion,"1. Sit tall on the edge of a chair with feet flat on the floor.
2. Place the ankle of one foot on the opposite knee while keeping your spine straight.
3. Press gently on the raised knee to open the hip and hinge forward from the hips.
4. Release, switch sides, and repeat the same steps.",Sit tall hinge gently from hips avoid lower back rounding,2,None,Warm up,,,
Seated Jacks,10054,97c9eb09-090c-f111-90e2-0ee5bce07997,Seated Jacks: Raise heart rate with low-impact coordination—tap to begin.,Seated Jacks,All Ages,All,Cardio,Full,Bodyweight,Beginner,Hip stiffness / limited hip mobility,2,15–20,5–7,30–45 sec,Raises heart rate for light cardiovascular benefit,"1. Sit near the front of a chair with knees together and hands holding the sides of the seat.
2. Open your legs outward while lifting your arms overhead in one smooth movement.
3. Close your legs together while lowering your arms back to the sides.
4. Continue the opening and closing motion in a steady, controlled rhythm.",Keep chest lifted shoulders relaxed and move with control,3.4,None,Warm up/Main workout,,,
Seated Marching Stomps,10055,98c9eb09-090c-f111-90e2-0ee5bce07997,Seated Marching Stomps: Improve seated hip strength and rhythm—tap to begin.,Seated Marching Stomps,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Reduced core stability,2,20–30,4–6,30–45 sec,Enhances lower body circulation and leg muscle activation,"1. Sit upright at the front of a chair with feet flat and hands on the sides.
2. Lift your right knee toward your chest while keeping your back straight.
3. Lower the right foot and immediately lift the left knee in a marching rhythm.
4. Continue alternating knees at a steady pace while breathing evenly.",Maintain upright posture engage core and lift with control,3,None,Warm up,,,
Seated Forward Bend Stretch,10056,99c9eb09-090c-f111-90e2-0ee5bce07997,Seated Forward Bend Stretch: Stretch hamstrings and lower back gently—tap to begin.,Seated Forward Bend Stretch,All Ages,All,Mobility,Full,,,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Promotes mobility and preserves functional movement,"1. Sit near the front of a chair with feet hip-width and hands on your thighs.
2. Lean forward slightly and push through your heels to stand up fully.
3. Sit back down slowly with control and repeat the movement.",Maintain a neutral spine,4,None,Warm up,,,
Seated Groin Stretch,10057,9ac9eb09-090c-f111-90e2-0ee5bce07997,Seated Groin Stretch: Improve inner thigh flexibility—tap to begin.,Seated Groin Stretch,All Ages,All,Mobility,Full,,,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Improves posture awareness and core engagement while seated,"1. Sit upright with feet flat and hands resting on your knees.
2. Press your heels down and lift your toes and the balls of your feet off the floor.
3. Hold the lifted position briefly while keeping ankles steady.
4. Lower toes back down under control and repeat.",Breathe steadily throughout,4,None,Warm up,,,
Seated Marching,10058,9bc9eb09-090c-f111-90e2-0ee5bce07997,Seated Marching: Activate hip flexors in a seated position—tap to begin.,Seated Marching,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Reduced core stability,2,12–20,4–6,30–45 sec,Improves coordination and timing between limbs during seated activity,"1. Sit tall on a chair with feet flat and hands on your thighs.
2. Lift your right knee toward your chest while keeping your torso stable.
3. Lower your right foot and immediately lift your left knee to the same height.
4. Continue alternating knees in a steady, controlled rhythm.",Sit tall and lift knees with controlled tempo,2.5,None,Warm up,,,
Seated Oblique Crunch,10059,9cc9eb09-090c-f111-90e2-0ee5bce07997,Seated Oblique Crunch: Strengthen side core muscles safely seated—tap to begin.,Seated Oblique Crunch,All Ages,All,Mobility,Full,,,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Facilitates gentle activity for maintaining daily movement habits,"1. Sit upright on a chair with feet flat and hands resting on your thighs.
2. Engage your core and slowly lift both heels off the floor while keeping toes down.
3. Lower your heels back down with control and reset before the next repetition.",Relax shoulders away from ears,4,None,Warm up,,,
Seated Pelvic Tilt,10060,9dc9eb09-090c-f111-90e2-0ee5bce07997,Seated Pelvic Tilts: Improve pelvic control and lower-back mobility—tap to begin.,Seated Pelvic Tilts,All Ages,All,Mobility,Core,Bodyweight,Beginner,Reduced core stability,2,10–15,4–6,30–60 sec,Strengthens deep core muscles and promotes pelvic mobility,"1. Sit near the front edge of a chair with feet hip-width and knees bent.
2. Place your hands on your hips and exhale as you tilt your pelvis backward to flatten the lower back.
3. Inhale and return to a neutral spine without arching.
4. Repeat the tilt slowly and deliberately for the set.",Use lower abs to tilt pelvis,4,None,Warm up,,,
Seated Punches,10061,9ec9eb09-090c-f111-90e2-0ee5bce07997,Seated Punches: Engage shoulders and core with controlled punches—tap to begin.,Seated Punches,All Ages,All,Cardio,Upper,Bodyweight,Beginner,Shoulder pain (general),2,12–20,4–6,30–60 sec,Enhances shoulder mobility and light cardiovascular activity,"1. Sit tall at the edge of a chair with feet flat and hip-width apart.
2. Hold your hands in fists at chest level with elbows bent.
3. Extend your right arm forward in a controlled punch while rotating your torso slightly.
4. Retract the right hand and punch with the left arm, maintaining a steady rhythm.","Sit tall and brace your core, punch with control and exhale",3.2,None,Warm up/Main workout,,,
Seated Torso Rotation,10062,9fc9eb09-090c-f111-90e2-0ee5bce07997,Seated Torso Rotation: Improve trunk rotation mobility—tap to begin.,Seated Torso Rotation,All Ages,All,Mobility,Core,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,10–15,3–5,30–60 sec,Improves spinal mobility and core engagement,"1. Sit upright with feet flat and knees hip-width apart.
2. Cross your arms over your chest or place hands on opposite shoulders.
3. Rotate your torso slowly to the right using your core while keeping hips facing forward.
4. Return to center and rotate to the left, repeating with controlled breathing.","Keep spine long, rotate from your ribs not your shoulders, control movement",2,None,Warm up,,,
Side Step Touch,10063,a0c9eb09-090c-f111-90e2-0ee5bce07997,Side Step Touch: Enhance lateral movement coordination—tap to begin.,Side Step Touch,All Ages,All,Cardio,Lower,Bodyweight,Beginner,Limited single-leg balance,2,20–30,4–6,30–60 sec,Improves lateral agility and light cardiovascular fitness,"1. Stand with feet together and knees slightly bent, hands relaxed at your sides.
2. Step your right foot out to the side and shift your weight onto it.
3. Bring your left foot to meet the right and tap lightly beside it.
4. Repeat the movement to the left, keeping an upright posture and steady pace.","Step with control, lead with hips, keep knees soft and chest upright",3.5,None,Warm up/Main workout,,,
Seated Side Bend,10064,a1c9eb09-090c-f111-90e2-0ee5bce07997,Seated Side Bend: Stretch lateral trunk muscles gently—tap to begin.,Seated Side Bend,All Ages,All,Flexibility / Stretching,Core,Bodyweight,Beginner,Lumbar stiffness / restricted spinal mobility,2,20–30s,3–5,30–45 sec,Enhances lateral trunk flexibility and range of motion,"1. Sit tall on a chair with feet flat and knees hip-width apart.
2. Place one hand on the seat and reach the other arm overhead.
3. Bend gently to the side without twisting the torso and feel the side lengthen.
4. Return to center and repeat on the opposite side.","Sit tall, hinge at the waist, reach over with relaxed shoulders",4,None,Cooldown,,,
Shallow Lunge,10065,a2c9eb09-090c-f111-90e2-0ee5bce07997,Shallow Lunge: Build quad strength with limited knee bend—tap to begin.,Shallow Lunge,All Ages,All,Mobility,Full,,,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Supports overall mobility and functional movement,"1. Stand tall with feet hip-width apart and engage your core for nan.
2. Reach both arms overhead and lengthen through the sides.
3. Lean gently to one side if desired, then return to center.
4. Lower the arms and relax the shoulders.",Maintain neutral spine and breathe steadily throughout movement,4,None,Warm up,,,
